opportunity_id,opportunity_number,opportunity_title,agency_name,open_date,close_date,opp_status,award_ceiling,estimated_total_program_funding,expected_number_of_awards,team_size_category,team_members,proposed_title,rationale,aims_or_projects,opportunity_url
df9ae3a0-5601-4e46-85e2-301479be50a9,23-503,Biological Anthropology Program Senior Research Awards,U.S. National Science Foundation,,2026-02-02,posted,,5000000.0,40.0,large,Drew Jones; Hakhamanesh Mostafavi; David Fenyo; Catherine Pei-ju Lu,Biological Anthropology Program Senior Research Awards collaborative plan,"This opportunity supports hypothesis driven work in biological anthropology program senior research awards. Drew Jones contributes expertise in the ongoing theme of my work is the invention or adaptation of advanced chromatography and mass spectrometry technology . Hakhamanesh Mostafavi contributes expertise in my lab studies the genetic basis of complex human traits and diseases. David Fenyo contributes expertise in in my research i apply mathematical, statistical and computational methods to provide a detailed understanding of the dy. Catherine Pei-ju Lu contributes expertise in my lab aims to build a comprehensive framework for understanding stem cell biology of the skin, from development to dise. Together, the team is positioned to deliver a rigorous plan that advances anthropology , biological , research while meeting U.S. National Science Foundation expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for biological anthropology program senior research awards with input from all team members.
Aim 2: test key mechanisms or drivers in biological anthropology program senior research awards using complementary models, assays, and analytical approaches.
Aim 3: validate robustness across settings, publish reproducible workflows, and create a dissemination plan for broad community use.",http://www.nsf.gov/publications/pub_summ.jsp?ods_key=nsf23503
acffb1c8-72a8-4b71-b471-6a06ca698ab2,RFA-DK-26-301,Kidney Precision Medicine Project Recruitment Sites (U01 Clinical Trial Not Allowed),National Institutes of Health,,,forecasted,,4000000.0,7.0,large,"Kamal M. Khanna, PhD; Mila B. Ortigoza, MD, PhD; Thomas Wisniewski; Elaine (Lyn) Wilson",Kidney Precision Medicine Project Recruitment Sites collaborative plan U01,"This opportunity supports hypothesis driven work in kidney precision medicine project recruitment sites. Kamal M. Khanna, PhD contributes expertise in immunology, macrophage biology. Mila B. Ortigoza, MD, PhD contributes expertise in translational virology, clinical infectious diseases. Thomas Wisniewski contributes expertise in i am a board certified neurologist and neuropathologist. Elaine (Lyn) Wilson contributes expertise in my major contributions have been to the field of tumor cell biology, and more recently to the relationship between norma. Together, the team is positioned to deliver a rigorous plan that advances recruitment , precision , medicine while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for kidney precision medicine project recruitment sites with input from all team members.
Aim 2: test key mechanisms or drivers in kidney precision medicine project recruitment sites using complementary models, assays, and analytical approaches.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://www.grants.gov/search-grants?query=RFA-DK-26-301
6109a72d-3249-473f-9ee0-8b7ec9452356,RFA-DK-26-303,Kidney Precision Medicine Project Central Hub (U24 Clinical Trial Not Allowed),National Institutes of Health,,,forecasted,,5000000.0,1.0,large,"Kamal M. Khanna, PhD; Mila B. Ortigoza, MD, PhD; Elaine (Lyn) Wilson; Thomas Wisniewski",Kidney Precision Medicine Project Central Hub collaborative plan U24,"This opportunity calls for a shared resource or coordinating effort in kidney precision medicine project central hub. Kamal M. Khanna, PhD contributes expertise in immunology, macrophage biology. Mila B. Ortigoza, MD, PhD contributes expertise in translational virology, clinical infectious diseases. Elaine (Lyn) Wilson contributes expertise in my major contributions have been to the field of tumor cell biology, and more recently to the relationship between norma. Thomas Wisniewski contributes expertise in i am a board certified neurologist and neuropathologist. Together, the team is positioned to deliver a rigorous plan that advances precision , medicine , central while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for kidney precision medicine project central hub with input from all team members.
Aim 2: build and quality control a shared resource for kidney precision medicine project central hub, including standardized protocols, data structures, and access pathways.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://www.grants.gov/search-grants?query=RFA-DK-26-303
dbdf9a29-5709-4cbe-8684-4087fc366576,RFA-DK-26-302,Kidney Precision Medicine Project Tissue Interrogation Sites (U01 Clinical Trial Not Allowed),National Institutes of Health,,,forecasted,,6000000.0,7.0,large,"Kamal M. Khanna, PhD; Mila B. Ortigoza, MD, PhD; Robert J. Schneider, PhD; Elaine (Lyn) Wilson",Kidney Precision Medicine Project Tissue Interrogation Sites collaborative plan U01,"This opportunity supports hypothesis driven work in kidney precision medicine project tissue interrogation sites. Kamal M. Khanna, PhD contributes expertise in immunology, macrophage biology. Mila B. Ortigoza, MD, PhD contributes expertise in translational virology, clinical infectious diseases. Robert J. Schneider, PhD contributes expertise in rna biology, translation control. Elaine (Lyn) Wilson contributes expertise in my major contributions have been to the field of tumor cell biology, and more recently to the relationship between norma. Together, the team is positioned to deliver a rigorous plan that advances interrogation , precision , medicine while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for kidney precision medicine project tissue interrogation sites with input from all team members.
Aim 2: test key mechanisms or drivers in kidney precision medicine project tissue interrogation sites using complementary models, assays, and analytical approaches.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://www.grants.gov/search-grants?query=RFA-DK-26-302
84e9a104-bfe4-44aa-a95f-7658b8a04cde,11-066,"NSF-NIST Interaction in Basic and Applied Scientific Research in BIO, ENG & MPS",U.S. National Science Foundation,,,posted,,300000.0,20.0,large,Richard Possemato; Drew Jones; David Fenyo,NSF-NIST Interaction in Basic and Applied Scientific Research collaborative plan,"This opportunity supports hypothesis driven work in nsf-nist interaction in basic and applied scientific research in bio, eng & mps. Richard Possemato contributes expertise in i am an associate professor in the department of pathology at nyu school of medicine and co-leader of the cancer cell bi. Drew Jones contributes expertise in the ongoing theme of my work is the invention or adaptation of advanced chromatography and mass spectrometry technology . David Fenyo contributes expertise in in my research i apply mathematical, statistical and computational methods to provide a detailed understanding of the dy. Together, the team is positioned to deliver a rigorous plan that advances interaction , scientific , research while meeting U.S. National Science Foundation expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for nsf-nist interaction in basic and applied scientific research in bio, with input from all team members.
Aim 2: test key mechanisms or drivers in nsf-nist interaction in basic and applied scientific research in bio, using complementary models, assays, and analytical approaches.
Aim 3: validate robustness across settings, publish reproducible workflows, and create a dissemination plan for broad community use.",http://www.nsf.gov/publications/pub_summ.jsp?ods_key=nsf11066
a4b69c39-8eb8-4702-98be-d4e7f812bee7,USDA-FS-FHP-BCIFP-FY2023,BIOLOGICAL CONTROL OF INVASIVE FOREST PESTS PROGRAM FY23,Forest Service,,,forecasted,,,10.0,large,"Adam J. Ratner, MD; Jeffrey N. Weiser, MD; Alexander Serganov; Richard Possemato",BIOLOGICAL CONTROL OF INVASIVE FOREST PESTS PROGRAM FY23 collaborative plan,"This opportunity supports hypothesis driven work in biological control of invasive forest pests program fy23. Adam J. Ratner, MD contributes expertise in bacteriology, translational. Jeffrey N. Weiser, MD contributes expertise in bacteriology, immunology. Alexander Serganov contributes expertise in we use a combination of biophysical methods, biochemical techniques, and structural approaches, including x-ray crystall. Richard Possemato contributes expertise in i am an associate professor in the department of pathology at nyu school of medicine and co-leader of the cancer cell bi. Together, the team is positioned to deliver a rigorous plan that advances biological , invasive , control while meeting Forest Service expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for biological control of invasive forest pests program fy23 with input from all team members.
Aim 2: test key mechanisms or drivers in biological control of invasive forest pests program fy23 using complementary models, assays, and analytical approaches.
Aim 3: validate robustness across settings, publish reproducible workflows, and create a dissemination plan for broad community use.",https://www.fs.usda.gov/foresthealth/working-with-us/index.shtml
142d9a04-9a01-406b-b14b-c84c3e7dda92,PA-21-264,Large Health Services Research Demonstration and Dissemination Projects for Prevention of Healthcare-Associated Infections (R18),Agency for Health Care Research and Quality,,2026-10-30,posted,,,100.0,large,"Stefan Feske; Adam J. Ratner, MD; Ran Brosh",Large Health Services Research Demonstration and Dissemination Projects collaborative plan R18,"This opportunity supports hypothesis driven work in large health services research demonstration and dissemination projects for prevention of healthcare-associated infections. Stefan Feske contributes expertise in dr. Adam J. Ratner, MD contributes expertise in bacteriology, translational. Ran Brosh contributes expertise in i have two roles: [1] as faculty at isg/pathology i am leading the dark matter project, a collaborative effort to use sy. Together, the team is positioned to deliver a rigorous plan that advances demonstration , dissemination , associated while meeting Agency for Health Care Research and Quality expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for large health services research demonstration and dissemination projects for prevention with input from all team members.
Aim 2: test key mechanisms or drivers in large health services research demonstration and dissemination projects for prevention using complementary models, assays, and analytical approaches.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://grants.nih.gov/grants/guide/pa-files/PA-21-264.html
8cce1f5e-387d-4474-bab9-868d0eddfc08,CDC-RFA-CK-26-0221,Reducing the burden of parasitic infections in the United States through evidence-based prevention and control activities.,Centers for Disease Control - NCEZID,,,forecasted,1250000.0,23750000.0,11.0,large,"Adam J. Ratner, MD; Benjamin tenOever, PhD; Robert J. Schneider, PhD",Reducing the burden of parasitic infections in the collaborative plan,"This opportunity supports hypothesis driven work in reducing the burden of parasitic infections in the united states through evidence-based prevention and. Adam J. Ratner, MD contributes expertise in bacteriology, translational. Benjamin tenOever, PhD contributes expertise in virology, post-transcriptional. Robert J. Schneider, PhD contributes expertise in rna biology, translation control. Together, the team is positioned to deliver a rigorous plan that advances activities , infections , prevention while meeting Centers for Disease Control - NCEZID expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for reducing the burden of parasitic infections in the united states with input from all team members.
Aim 2: test key mechanisms or drivers in reducing the burden of parasitic infections in the united states using complementary models, assays, and analytical approaches.
Aim 3: validate robustness across settings, publish reproducible workflows, and create a dissemination plan for broad community use.",https://www.grants.gov/search-grants?query=CDC-RFA-CK-26-0221
9d99eac6-dcd5-46ad-a2de-33cf63b41c53,FOR-NS-25-016,Forecast for NINDS Exploratory Grant Program in Myalgic Encephalomyelitis/Chronic Fatigue Syndrome Research (P20 - Clinical Trial Optional),National Institutes of Health,,,forecasted,,3000000.0,6.0,large,Alexander Serganov; Richard Possemato; Thomas Wisniewski,Forecast for NINDS Exploratory Grant Program in Myalgic collaborative plan P20,"This opportunity supports hypothesis driven work in forecast for ninds exploratory grant program in myalgic encephalomyelitis/chronic fatigue syndrome research. Alexander Serganov contributes expertise in we use a combination of biophysical methods, biochemical techniques, and structural approaches, including x-ray crystall. Richard Possemato contributes expertise in i am an associate professor in the department of pathology at nyu school of medicine and co-leader of the cancer cell bi. Thomas Wisniewski contributes expertise in i am a board certified neurologist and neuropathologist. Together, the team is positioned to deliver a rigorous plan that advances encephalomyelitis , exploratory , forecast while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for forecast for ninds exploratory grant program in myalgic encephalomyelitis/chronic fatigue with input from all team members.
Aim 2: test key mechanisms or drivers in forecast for ninds exploratory grant program in myalgic encephalomyelitis/chronic fatigue using complementary models, assays, and analytical approaches.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://www.grants.gov/search-grants?query=FOR-NS-25-016
44fa0a69-a4eb-4d5a-b64a-1b1d4859b5d3,RFA-NS-26-002,"Investigate Novel Therapeutic Interventions and Testing Strategies for Neurological Disorders Including to Treat, Modify and Prevent the Development of Epilepsy (U24 Clinical Trial Not Allowed)",National Institutes of Health,,,forecasted,4000000.0,6200000.0,1.0,large,Thomas Wisniewski; Pau Castel; Paolo Mita,Investigate Novel Therapeutic Interventions and Testing Strategies for collaborative plan U24,"This opportunity supports hypothesis driven work in investigate novel therapeutic interventions and testing strategies for neurological disorders including to treat, modify. Thomas Wisniewski contributes expertise in i am a board certified neurologist and neuropathologist. Pau Castel contributes expertise in the castel laboratory is interested in understanding the molecular mechanisms underlying oncoprotein-mediated transforma. Paolo Mita contributes expertise in transposable elements (te) are sequences of dna that are capable of moving within a host genome, and thus are often refe. Together, the team is positioned to deliver a rigorous plan that advances interventions , neurological , development while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for investigate novel therapeutic interventions and testing strategies for neurological disorders with input from all team members.
Aim 2: test key mechanisms or drivers in investigate novel therapeutic interventions and testing strategies for neurological disorders using complementary models, assays, and analytical approaches.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://www.grants.gov/search-grants?query=RFA-NS-26-002
f0e22efe-3e83-434a-b418-94eecc8718d7,FOR-NS-25-006,Forecast for NINDS Child Neurologist Career Development Program (CNCDP) (K12 - Clinical Trial Not Allowed),National Institutes of Health,,,forecasted,,3400000.0,1.0,large,"Richard Possemato; Thomas Wisniewski; Liat Shenhav, PhD",Forecast for NINDS Child Neurologist Career Development Program collaborative plan K12,"This opportunity emphasizes workforce development and dissemination in forecast for ninds child neurologist career development program. Richard Possemato contributes expertise in i am an associate professor in the department of pathology at nyu school of medicine and co-leader of the cancer cell bi. Thomas Wisniewski contributes expertise in i am a board certified neurologist and neuropathologist. Liat Shenhav, PhD contributes expertise in systems microbiology. Together, the team is positioned to deliver a rigorous plan that advances development , neurologist , forecast while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for forecast for ninds child neurologist career development program with input from all team members.
Aim 2: test key mechanisms or drivers in forecast for ninds child neurologist career development program using complementary models, assays, and analytical approaches.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://www.grants.gov/search-grants?query=FOR-NS-25-006
2f0a47ac-f1f7-4f45-a13b-5c689724e692,RFA-NS-26-008,Limited Competition: Post-Stroke Vascular Contributions to Cognitive Impairment and Dementia (VCID) in the United States (U19 - Clinical Trial not Allowed),National Institutes of Health,,,forecasted,,10000000.0,1.0,large,"Thomas Wisniewski; Richard Possemato; Ana M. Rodriguez, PhD",Limited Competition: Post-Stroke Vascular Contributions to Cognitive Impairment collaborative plan U19,"This opportunity supports hypothesis driven work in limited competition: post-stroke vascular contributions to cognitive impairment and dementia in the united states. Thomas Wisniewski contributes expertise in i am a board certified neurologist and neuropathologist. Richard Possemato contributes expertise in i am an associate professor in the department of pathology at nyu school of medicine and co-leader of the cancer cell bi. Ana M. Rodriguez, PhD contributes expertise in parasitology, malaria pathogenesis. Together, the team is positioned to deliver a rigorous plan that advances contributions , competition , impairment while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for limited competition: post-stroke vascular contributions to cognitive impairment and dementia with input from all team members.
Aim 2: test key mechanisms or drivers in limited competition: post-stroke vascular contributions to cognitive impairment and dementia using complementary models, assays, and analytical approaches.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://www.grants.gov/search-grants?query=RFA-NS-26-008
400b428e-a4b2-46bc-82a2-dc9bdfc8fe82,22-603,Mid-Career Advancement,U.S. National Science Foundation,,2026-03-02,posted,,18000000.0,45.0,large,Richard Possemato; Catherine Pei-ju Lu; Drew Jones; Nadav Brandes,Mid-Career Advancement collaborative plan,"This opportunity emphasizes workforce development and dissemination in mid-career advancement. Richard Possemato contributes expertise in i am an associate professor in the department of pathology at nyu school of medicine and co-leader of the cancer cell bi. Catherine Pei-ju Lu contributes expertise in my lab aims to build a comprehensive framework for understanding stem cell biology of the skin, from development to dise. Drew Jones contributes expertise in the ongoing theme of my work is the invention or adaptation of advanced chromatography and mass spectrometry technology . Nadav Brandes contributes expertise in large language models (llms) have revolutionized artificial intelligence (ai). Together, the team is positioned to deliver a rigorous plan that advances advancement , career while meeting U.S. National Science Foundation expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for mid-career advancement with input from all team members.
Aim 2: test key mechanisms or drivers in mid-career advancement using complementary models, assays, and analytical approaches.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",http://www.nsf.gov/publications/pub_summ.jsp?ods_key=nsf22603
c023b83a-2094-40bf-a48e-07f065d037df,FOR-MH-26-205,"Single Source: Accelerating Medicines Partnership® Schizophrenia (AMP® SCZ): Clinical Trial Data Processing, Analysis, and Coordination Center",National Institutes of Health,,,forecasted,,12000000.0,1.0,large,"David Fenyo; James Lee, PhD; Angus C. Wilson, PhD; Drew Jones",Single Source: Accelerating Medicines Partnership® Schizophrenia : Clinical collaborative plan,"This opportunity calls for a shared resource or coordinating effort in single source: accelerating medicines partnership® schizophrenia : clinical trial data processing, analysis, and coordination. David Fenyo contributes expertise in in my research i apply mathematical, statistical and computational methods to provide a detailed understanding of the dy. James Lee, PhD contributes expertise in structural biology, host-pathogen interactions. Angus C. Wilson, PhD contributes expertise in virology, rna processing. Drew Jones contributes expertise in the ongoing theme of my work is the invention or adaptation of advanced chromatography and mass spectrometry technology . Together, the team is positioned to deliver a rigorous plan that advances schizophrenia , accelerating , coordination while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for single source: accelerating medicines partnership® schizophrenia : clinical trial data with input from all team members.
Aim 2: build and quality control a shared resource for single source: accelerating medicines partnership® schizophrenia : clinical trial data, including standardized protocols, data structures, and access pathways.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://www.grants.gov/search-grants?query=FOR-MH-26-205
63711e73-e704-4928-966a-e37c47e60f7d,CDC-RFA-JG-26-0058,"Enhancing global laboratory systems to safely manage biological risks, deploy diagnostics and sequence pathogens to strengthen health protection worldwide",Centers for Disease Control-GHC,,,forecasted,0.0,25000000.0,3.0,large,"Pau Castel; Drew Jones; Mila B. Ortigoza, MD, PhD",Enhancing global laboratory systems to safely manage biological collaborative plan,"This opportunity supports hypothesis driven work in enhancing global laboratory systems to safely manage biological risks, deploy diagnostics and sequence pathogens. Pau Castel contributes expertise in the castel laboratory is interested in understanding the molecular mechanisms underlying oncoprotein-mediated transforma. Drew Jones contributes expertise in the ongoing theme of my work is the invention or adaptation of advanced chromatography and mass spectrometry technology . Mila B. Ortigoza, MD, PhD contributes expertise in translational virology, clinical infectious diseases. Together, the team is positioned to deliver a rigorous plan that advances diagnostics , biological , laboratory while meeting Centers for Disease Control-GHC expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for enhancing global laboratory systems to safely manage biological risks, deploy with input from all team members.
Aim 2: test key mechanisms or drivers in enhancing global laboratory systems to safely manage biological risks, deploy using complementary models, assays, and analytical approaches.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://www.grants.gov/search-grants?query=CDC-RFA-JG-26-0058
f7e1fde4-9931-4971-bc53-c3dec8472e14,NOT-DK-26-313,"The Accelerating Medicines Partnership (AMP) in Common Metabolic Diseases (CMD) Knowledge Portal: Roadmap for Future Development (Cooperative Agreement, Clinical Trial Optional)",National Institutes of Health,,,forecasted,,3000000.0,1.0,large,Hakhamanesh Mostafavi; Nadav Brandes; Aravinda Chakravarti,The Accelerating Medicines Partnership in Common Metabolic Diseases collaborative plan,"This opportunity supports hypothesis driven work in the accelerating medicines partnership in common metabolic diseases knowledge portal: roadmap for future development. Hakhamanesh Mostafavi contributes expertise in my lab studies the genetic basis of complex human traits and diseases. Nadav Brandes contributes expertise in large language models (llms) have revolutionized artificial intelligence (ai). Aravinda Chakravarti contributes expertise in contributions to science 1. Together, the team is positioned to deliver a rigorous plan that advances accelerating , development , partnership while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for the accelerating medicines partnership in common metabolic diseases knowledge portal: with input from all team members.
Aim 2: build and quality control a shared resource for the accelerating medicines partnership in common metabolic diseases knowledge portal:, including standardized protocols, data structures, and access pathways.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://www.grants.gov/search-grants?query=NOT-DK-26-313
3ca83b4a-6e88-407d-8a94-7292acdb686e,22-600,Joint DMS/NIGMS Initiative to Support Research at the Interface of the Biological and Mathematical Sciences,U.S. National Science Foundation,,2026-09-18,posted,1200000.0,5000000.0,25.0,large,"Michele Pagano; David Fenyo; Liat Shenhav, PhD",Joint DMS/NIGMS Initiative to Support Research at the collaborative plan,"This opportunity calls for a shared resource or coordinating effort in joint dms/nigms initiative to support research at the interface of the biological and mathematical. Michele Pagano contributes expertise in our laboratory is interested in how ubiquitin-mediated proteolysis controls the three key dimensions of cellular life: p. David Fenyo contributes expertise in in my research i apply mathematical, statistical and computational methods to provide a detailed understanding of the dy. Liat Shenhav, PhD contributes expertise in systems microbiology. Together, the team is positioned to deliver a rigorous plan that advances mathematical , biological , initiative while meeting U.S. National Science Foundation expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for joint dms/nigms initiative to support research at the interface of with input from all team members.
Aim 2: build and quality control a shared resource for joint dms/nigms initiative to support research at the interface of, including standardized protocols, data structures, and access pathways.
Aim 3: validate robustness across settings, publish reproducible workflows, and create a dissemination plan for broad community use.",http://www.nsf.gov/publications/pub_summ.jsp?ods_key=nsf22600
e451d778-c382-485d-bf3b-b20618a384d5,PAR-25-077,CCRP Initiative: NIH Countermeasures Against Chemical Threats (CounterACT) Basic Research on Chemical Threats that Affect the Nervous System (R01 Clinical Trial Not Allowed),National Institutes of Health,,2026-10-16,posted,300000.0,300000.0,4.0,large,"Thomas Wisniewski; Drew Jones; Catherine Pei-ju Lu; Adam J. Ratner, MD",CCRP Initiative: NIH Countermeasures Against Chemical Threats Basic collaborative plan R01,"This opportunity supports hypothesis driven work in ccrp initiative: nih countermeasures against chemical threats basic research on chemical threats that affect. Thomas Wisniewski contributes expertise in i am a board certified neurologist and neuropathologist. Drew Jones contributes expertise in the ongoing theme of my work is the invention or adaptation of advanced chromatography and mass spectrometry technology . Catherine Pei-ju Lu contributes expertise in my lab aims to build a comprehensive framework for understanding stem cell biology of the skin, from development to dise. Adam J. Ratner, MD contributes expertise in bacteriology, translational. Together, the team is positioned to deliver a rigorous plan that advances chemical , threats , countermeasures while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for ccrp initiative: nih countermeasures against chemical threats basic research on with input from all team members.
Aim 2: test key mechanisms or drivers in ccrp initiative: nih countermeasures against chemical threats basic research on using complementary models, assays, and analytical approaches.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",http://grants.nih.gov/grants/guide/pa-files/PAR-25-077.html
1db3894c-0156-4b3a-922a-68a33f783cf1,19-570,High-Risk Research in Biological Anthropology and Archaeology,U.S. National Science Foundation,,,posted,35000.0,150000.0,5.0,large,Richard Possemato; Drew Jones; Thomas Wisniewski; Andrea H. Brand,High-Risk Research in Biological Anthropology and Archaeology collaborative plan,"This opportunity supports hypothesis driven work in high-risk research in biological anthropology and archaeology. Richard Possemato contributes expertise in i am an associate professor in the department of pathology at nyu school of medicine and co-leader of the cancer cell bi. Drew Jones contributes expertise in the ongoing theme of my work is the invention or adaptation of advanced chromatography and mass spectrometry technology . Thomas Wisniewski contributes expertise in i am a board certified neurologist and neuropathologist. Andrea H. Brand contributes expertise in neural stem cells in the adult brain exist primarily in a quiescent state but can be reactivated in response to changing. Together, the team is positioned to deliver a rigorous plan that advances anthropology , archaeology , biological while meeting U.S. National Science Foundation expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for high-risk research in biological anthropology and archaeology with input from all team members.
Aim 2: test key mechanisms or drivers in high-risk research in biological anthropology and archaeology using complementary models, assays, and analytical approaches.
Aim 3: validate robustness across settings, publish reproducible workflows, and create a dissemination plan for broad community use.",http://www.nsf.gov/publications/pub_summ.jsp?ods_key=nsf19570
bd1b6f4b-400a-451b-9af9-14b572457e6f,PAR-24-251,Animal and Veterinary Innovation Centers (U18),Food and Drug Administration,,2028-05-12,posted,1250000.0,3000000.0,8.0,large,"Benjamin tenOever, PhD; Angus C. Wilson, PhD; Mila B. Ortigoza, MD, PhD; Molly Gale Hammell",Animal and Veterinary Innovation Centers collaborative plan U18,"This opportunity calls for a shared resource or coordinating effort in animal and veterinary innovation centers. Benjamin tenOever, PhD contributes expertise in virology, post-transcriptional. Angus C. Wilson, PhD contributes expertise in virology, rna processing. Mila B. Ortigoza, MD, PhD contributes expertise in translational virology, clinical infectious diseases. Molly Gale Hammell contributes expertise in molly gale hammell is an associate professor in the institute for systems genetics at nyu langone health. Together, the team is positioned to deliver a rigorous plan that advances innovation , veterinary , centers while meeting Food and Drug Administration expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for animal and veterinary innovation centers with input from all team members.
Aim 2: build and quality control a shared resource for animal and veterinary innovation centers, including standardized protocols, data structures, and access pathways.
Aim 3: validate robustness across settings, publish reproducible workflows, and create a dissemination plan for broad community use.",https://grants.nih.gov/grants/guide/pa-files/PAR-24-251.html
1b49b219-b655-4560-b837-68ed45b6580f,FOR-AR-26-005,NIAMS Skin Biology and Diseases Resource-based Center (P30 - Clinical Trial Not Allowed),National Institutes of Health,,,forecasted,,,4.0,large,Catherine Pei-ju Lu; Molly Gale Hammell; Drew Jones; Thomas Wisniewski,NIAMS Skin Biology and Diseases Resource-based Center collaborative plan P30,"This opportunity calls for a shared resource or coordinating effort in niams skin biology and diseases resource-based center. Catherine Pei-ju Lu contributes expertise in my lab aims to build a comprehensive framework for understanding stem cell biology of the skin, from development to dise. Molly Gale Hammell contributes expertise in molly gale hammell is an associate professor in the institute for systems genetics at nyu langone health. Drew Jones contributes expertise in the ongoing theme of my work is the invention or adaptation of advanced chromatography and mass spectrometry technology . Thomas Wisniewski contributes expertise in i am a board certified neurologist and neuropathologist. Together, the team is positioned to deliver a rigorous plan that advances diseases , resource , biology while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for niams skin biology and diseases resource-based center with input from all team members.
Aim 2: build and quality control a shared resource for niams skin biology and diseases resource-based center, including standardized protocols, data structures, and access pathways.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://www.grants.gov/search-grants?query=FOR-AR-26-005
dd97ae1d-d356-4337-a255-5aeeb1160258,24-586,NSF National Quantum Virtual Laboratory - Quantum Testbeds,U.S. National Science Foundation,,2026-04-07,posted,,32000000.0,,large,Ran Brosh; Alexander Serganov; Drew Jones; David Fenyo,NSF National Quantum Virtual Laboratory - Quantum Testbeds collaborative plan,"This opportunity supports hypothesis driven work in nsf national quantum virtual laboratory - quantum testbeds. Ran Brosh contributes expertise in i have two roles: [1] as faculty at isg/pathology i am leading the dark matter project, a collaborative effort to use sy. Alexander Serganov contributes expertise in we use a combination of biophysical methods, biochemical techniques, and structural approaches, including x-ray crystall. Drew Jones contributes expertise in the ongoing theme of my work is the invention or adaptation of advanced chromatography and mass spectrometry technology . David Fenyo contributes expertise in in my research i apply mathematical, statistical and computational methods to provide a detailed understanding of the dy. Together, the team is positioned to deliver a rigorous plan that advances quantum , laboratory , national while meeting U.S. National Science Foundation expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for nsf national quantum virtual laboratory - quantum testbeds with input from all team members.
Aim 2: test key mechanisms or drivers in nsf national quantum virtual laboratory - quantum testbeds using complementary models, assays, and analytical approaches.
Aim 3: validate robustness across settings, publish reproducible workflows, and create a dissemination plan for broad community use.",http://www.nsf.gov/publications/pub_summ.jsp?ods_key=nsf24586
